name,official_link,path,lyrics
Pretender,https://www.youtube.com/watch?v=TQ8WlA2GXbk,Pretender\official.mp3,"君とのラブストーリー
それは予想通り
いざ始まればひとり芝居だ
ずっとそばにいたって
結局ただの観客だ
感情のないアイムソーリー
それはいつも通り
慣れてしまえば悪くはないけど
君とのロマンスは人生柄
続きはしないことを知った
もっと違う設定で
もっと違う関係で
出会える世界線
選べたらよかった
もっと違う性格で
もっと違う価値観で
愛を伝えられたらいいな
そう願っても無駄だから
グッバイ
君の運命のヒトは僕じゃない
辛いけど否めない
でも離れ難いのさ
その髪に触れただけで
痛いや いやでも
甘いな いやいや
グッバイ
それじゃ僕にとって君は何？
答えは分からない
分かりたくもないのさ
たったひとつ確かなことがあるとするのならば
君は綺麗だ
誰かが偉そうに
語る恋愛の論理
何ひとつとしてピンとこなくて
飛行機の窓から見下ろした
知らない街の夜景みたいだ
もっと違う設定で
もっと違う関係で
出会える世界線
選べたらよかった
いたって純な心で
叶った恋を抱きしめて
好きだとか無責任に言えたらいいな
そう願っても虚しいのさ
グッバイ
繋いだ手の向こうにエンドライン
引き伸ばすたびに
疼きだす未来には
君はいない
その事実に Cry
そりゃ苦しいよな
グッバイ
君の運命のヒトは僕じゃない
辛いけど否めない
でも離れ難いのさ
その髪に触れただけで
痛いや いやでも
甘いな いやいや
グッバイ
それじゃ僕にとって君は何？
答えは分からない
分かりたくもないのさ
たったひとつ確かなことがあるとするのならば
君は綺麗だ
それもこれもロマンスの定めなら
悪くないよな
永遠も約束もないけれど
とても綺麗だ"
Something just like this,https://www.youtube.com/watch?v=FM7MFYoylVs,Something_just_like_this\official.mp3,"I've been reading books of old, the legends and the myths
Achilles and his gold, Hercules and his gifts
Spider-Man's control and Batman with his fists
And clearly, I don't see myself upon that list
But she said, ""Where d'you wanna go? How much you wanna risk?
I'm not looking for somebody with some superhuman gifts
Some superhero, some fairy tale bliss
Just something I can turn to, somebody I can kiss""
I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo, doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo, doo
Doo-doo-doo, doo, doo-doo
Oh, I want something just like this
I want something just like this
I've been reading books of old, the legends and the myths
The testaments they told, the moon and its eclipse
And Superman unrolls a suit before he lifts
But I'm not the kind of person that it fits
She said, ""Where d'you wanna go? How much you wanna risk?
I'm not looking for somebody with some superhuman gifts
Some superhero, some fairy tale bliss
Just something I can turn to, somebody I can miss""
I want something just like this
I want something just like this
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo, doo
Doo-doo-doo, doo-doo-doo
Oh, I want something just like this
Doo-doo-doo, doo-doo-doo
Doo-doo-doo, doo, doo
Doo-doo-doo, doo, doo-doo
Where d'you wanna go? How much you wanna risk?
I'm not looking for somebody with some superhuman gifts
Some superhero, some fairy tale bliss
Just something I can turn to, somebody I can kiss
I want something just like this
Oh, I want something just like this
Oh, I want something just like this
Oh, I want something just like this"
Halzion,https://www.youtube.com/watch?v=kzdJkT4kp-A,Halzion\official.mp3,
Dusk till dawn,https://www.youtube.com/watch?v=p-eS-_olx9M,Dusk_till_dawn\official.mp3,"Not tryna be indie
Not tryna be cool
Just tryna be in this
Tell me, are you too?
Can you feel where the wind is?
Can you feel it through
All of the windows
Inside this room?
'Cause I wanna touch you, baby
And I wanna feel you too
I wanna see the sun rise on your sins, just me and you
Light it up, on the run
Let's make love tonight
Make it up, fall in love, try
(Baby, I'm right here)
But you'll never be alone
I'll be with you from dusk till dawn
I'll be with you from dusk till dawn
Baby, I'm right here
I'll hold you when things go wrong
I'll be with you from dusk till dawn
I'll be with you from dusk till dawn
Baby, I'm right here
I'll be with you from dusk till dawn
Baby, I'm right here
We were shut like a jacket
So do your zip
We would roll down the rapids
To find a wave that fits
Can you feel where the wind is?
Can you feel it through
All of the windows
Inside this room?
'Cause I wanna touch you, baby
I wanna feel you too
I wanna see the sun rise on your sins, just me and you
Light it up, on the run
Let's make love tonight
Make it up, fall in love, try
(Baby, I'm right here)
But you'll never be alone
I'll be with you from dusk till dawn
I'll be with you from dusk till dawn
Baby, I'm right here
I'll hold you when things go wrong
I'll be with you from dusk till dawn
I'll be with you from dusk till dawn
Baby, I'm right here
Girl, give love to your body
It's only you that can stop it
Girl, give love to your body
It's only you that can stop it
Girl, give love to your body
It's only you that can stop it
Girl, give love to your body
Girl, give love to your body
But you'll never be alone
I'll be with you from dusk till dawn
I'll be with you from dusk till dawn
Baby, I'm right here
I'll hold you when things go wrong
I'll be with you from dusk till dawn
I'll be with you from dusk till dawn
Baby, I'm right here
I'll be with you from dusk till dawn
Baby, I'm right here"
viva la vida,https://www.youtube.com/watch?v=y4zdDXPYo0I,viva_la_vida\official.mp3,"I used to rule the world
Seas would rise when I gave the word
Now in the morning, I sleep alone
Sweep the streets I used to own
I used to roll the dice
Feel the fear in my enemy's eyes
Listen as the crowd would sing
Now the old king is dead, long live the king
One minute, I held the key
Next the walls were closed on me
And I discovered that my castles stand
Upon pillars of salt and pillars of sand
I hear Jerusalem bells a-ringin'
Roman Cavalry choirs are singin'
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason, I can't explain
Once you'd gone, there was never, never an honest word
And that was when I ruled the world
It was a wicked and wild wind
Blew down the doors to let me in
Shattered windows and the sound of drums
People couldn't believe what I'd become
Revolutionaries wait
For my head on a silver plate
Just a puppet on a lonely string
Aw, who would ever wanna be king?
I hear Jerusalem bells a-ringin'
Roman Cavalry choirs are singing
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason, I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world
Oh-oh-oh, oh-oh, oh
Oh-oh-oh, oh-oh, oh
Oh-oh-oh, oh-oh, oh
Oh-oh-oh, oh-oh, oh
Oh-oh-oh, oh-oh, oh
I hear Jerusalem bells a-ringin'
Roman Cavalry choirs are singin'
Be my mirror, my sword and shield
My missionaries in a foreign field
For some reason I can't explain
I know Saint Peter won't call my name
Never an honest word
But that was when I ruled the world"
Ambivalent,https://www.youtube.com/watch?v=o5iZ4UunCKg,Ambivalent\official.mp3,"Hey, yeah
いつだって君は恐れを知らず
好きなものに夢中な猫みたいで
君が眩しく感じるのは
きっと僕が君を見てたから
刺激的な思考回路
惹かれてく
碧い 碧い その瞳に僕はまだ映らない
君は今日もいつもの君のまま
揺れる 揺れる この気持ちはどこかにしまったまま
今はここでただ横顔を見てる
酸いも甘いも知ってるフリをして
型にハマった 窮屈な日々の中
見慣れていたこの景色に
新しい風が吹き込んだような
刺激的なその存在
惹かれてく
碧い 碧い その瞳は僕をまだ映さない
こんなにもすぐそばにいるけれど
混ざり合わない二人の距離 痛むのは僕だけ
今はここでただ横顔を見てる
何かに躓いた時には
君ならどうするかな なんて思ったり
もう少しやってみようなんてさ
思えたりするんだよ おかしいね
僕は気付いてる
碧い 碧い その瞳に僕は映らないけど
君はいつも笑っていて欲しい
好きなことにときめいていて
そう 僕はいつだって
きっとそのままの君が好きなんだ"
Ai wa kusuri,https://www.youtube.com/watch?v=kxovN-f-ukw,Ai_wa_kusuri\official.mp3,"綴られた文字から浮かぶ表情
便箋に染みてく まあるい涙
日々の中で 後回しにしてた寂しさが炙られてく
あなたの前じゃいつでも幼くて
ほら
愛は薬 泣いて 泣きじゃくった頬に
刻む笑い皺 雨は上がって
愛は薬 濡れて やせ細った夢に
注がれるエール 伝うぬくもり
いつかひとりごとじゃなく ありがとうを言えるまで
罪を犯そうとも 成り下がろうとも
誰よりも味方に変わりはないと
日々の痛み 散らすその場しのぎの麻酔に我を忘れ
あなたの声が聞こえて目が覚める
ほら
愛は薬 触れて 暮らしてた頃の
思い出に今も 支えられて
愛は薬 揺れて 負けそうな時も
逃げることなく 戦えるように
いつか本当の意味で あなた離れできるまで
愛が故に いつも目に見えないから救われていると気づけないまま
一人きりで生きてきたような顔をしてしまう今日も
きっとあなたは見守っている
愛は薬 泣いて 泣きじゃくった頬に
刻む笑い皺 雨は上がって
愛は薬 濡れて やせ細った夢に
注がれるエール 伝うぬくもり
いつかひとりごとじゃなく ありがとうを言えるまで
届かなくなる前に その目を見て言えるまで"
Stiches,https://www.youtube.com/watch?v=VbfpW0pbvaU,Stiches\official.mp3,"I thought that I'd been hurt before
But no one's ever left me quite this sore
Your words cut deeper than a knife
Now I need someone to breathe me back to life
Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on
You watch me bleed until I can't breathe
Shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches
Tripping over myself
Aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches
Just like a moth drawn to a flame
Oh, you lured me in, I couldn't sense the pain
Your bitter heart, cold to the touch
Now I'm gonna reap what I sow
I'm left seeing red on my own
Got a feeling that I'm going under
But I know that I'll make it out alive
If I quit calling you my lover
Move on
You watch me bleed until I can't breathe
Shaking, falling onto my knees
And now that I'm without your kisses
I'll be needing stitches
Tripping over myself
Aching, begging you to come help
And now that I'm without your kisses
I'll be needing stitches
Needle and the thread, gotta get you outta my head
Needle and the thread, gonna wind up dead
Needle and the thread, gotta get you outta my head
Needle and the thread, gonna wind up dead (gonna wind up dead)
Needle and the thread, gotta get you outta my head (gotta get you outta my head)
Needle and the thread, gonna wind up dead (wind up dead)
Needle and the thread, gotta get you outta my head, get you outta my head
You watch me bleed until I can't breathe
Shaking, falling onto my knees (falling on my knees)
And now that I'm without your kisses (without you)
I'll be needing stitches (and I'll be needing stitches)
Tripping over myself
Aching, begging you to come help (begging baby, please)
And now that I'm without your kisses
I'll be needing stitches
And now that I'm without your kisses
I'll be needing stitches
And now that I'm without your kisses
I'll be needing stitches"
C'est si bon,https://www.youtube.com/watch?v=7gm5sz8ej9M,C'est_si_bon\official.mp3,"C'est si bon
De partir n'importe où
Bras dessus bras dessous
En chantant des chansons
C'est si bon
De se dire des mots doux
Des petits rien du tout
Mais qui en disent long
En voyant notre mine ravie
Les passants dans la rue nous envient
C'est si bon
De guetter dans ses yeux
Un espoir merveilleux
Qui donne le frisson
C'est si bon
Cette petite sensation
Ça vaut mieux qu'un million
C'est tellement, tellement bon
En voyant notre mine ravie
Les passants dans la rue nous envient
C'est si bon
De guetter dans ses yeux
Un espoir merveilleux
Qui donne le frisson
C'est si bon
Cette petite sensation
Ça vaut mieux qu'un million
C'est tellement, tellement bon
Si bon, si bon
Si bon, si bon
C'est tellement, tellement bon
C'est tellement, tellement bon
Si bon, si bon
Si bon, si bon
Si bon, si bon
Si bon, si bon"
What makes you beautiful,https://www.youtube.com/watch?v=mfavkCY52MI,What_makes_you_beautiful\official.mp3,
Jingle Bells Rock,https://www.youtube.com/watch?v=nIhs1T7OcZg,Jingle_Bells_Rock\official.mp3,"Jingle bell, jingle bell, jingle bell rock
Jingle bells swing and jingle bells ring
Snowin' and blowin' up bushels of fun
Now the jingle hop has begun
Jingle bell, jingle bell, jingle bell rock
Jingle bells chime in jingle bell time
Dancin' and prancin' in Jingle Bell Square
In the frosty air
What a bright time, it's the right time
To rock the night away
Jingle bell time is a swell time
To go glidin' in a one-horse sleigh
Giddy-up jingle horse, pick up your feet
Jingle around the clock
Mix and a-mingle in the jinglin' feet
That's the jingle bell rock
Jingle bell, jingle bell, jingle bell rock
Jingle bells chime in jingle bell time
Dancin' and prancin' in Jingle Bell Square
In the frosty air
What a bright time, it's the right time
To rock the night away
Jingle bell time is a swell time
To go glidin' in a one-horse sleigh
Giddy-up jingle horse, pick up your feet
Jingle around the clock
Mix and a-mingle in the jinglin' feet
That's the jingle bell
That's the jingle bell
That's the jingle bell rock"
